Tanggal,Lokasi,Jenis_Sampah,Volume_Sampah_kg
07/04/2025,Lokasi_4,Organik,568.25
16/11/2024,Lokasi_9,Organik,1423.41
06/04/2022,Lokasi_15,Organik,794.47
13/08/2021,Lokasi_13,Organik,1386.46
20/10/2025,Lokasi_20,Anorganik,997.62
17/03/2025,Lokasi_8,Anorganik,1350.15
25/03/2025,Lokasi_19,Organik,747.06
28/07/2021,Lokasi_19,Anorganik,675.27
10/06/2022,Lokasi_16,Organik,1349.41
21/08/2025,Lokasi_11,Anorganik,712.92
20/05/2020,Lokasi_10,Organik,1246.2
24/11/2024,Lokasi_8,Organik,844.58
17/01/2020,Lokasi_1,Organik,1248.19
22/12/2022,Lokasi_10,Anorganik,1407.65
09/09/2020,Lokasi_18,Anorganik,1481.64
09/04/2021,Lokasi_3,Organik,859.81
10/01/2021,Lokasi_11,Organik,867.53
01/01/2025,Lokasi_18,Anorganik,1481.39
03/06/2021,Lokasi_3,Anorganik,1361.53
03/02/2025,Lokasi_8,B3,545.09
30/03/2020,Lokasi_14,Anorganik,1073.45
20/12/2021,Lokasi_6,Anorganik,681.24
21/09/2021,Lokasi_15,Anorganik,1494.01
27/02/2025,Lokasi_14,Organik,638.92
16/03/2020,Lokasi_7,Organik,1059.35
14/07/2022,Lokasi_10,Anorganik,1165.2
10/12/2024,Lokasi_15,Anorganik,1437.06
27/08/2022,Lokasi_10,Organik,1347.26
30/12/2022,Lokasi_17,Anorganik,745.75
21/07/2025,Lokasi_19,Anorganik,1072.62
05/11/2023,Lokasi_17,Anorganik,1453.57
13/07/2020,Lokasi_12,Anorganik,1235.72
15/08/2020,Lokasi_15,Organik,1188.34
30/12/2023,Lokasi_12,Organik,1254.9
05/04/2021,Lokasi_9,Organik,822.51
09/09/2021,Lokasi_5,Organik,1229.25
04/03/2020,Lokasi_4,B3,732.85
05/09/2025,Lokasi_12,B3,928.1
11/10/2020,Lokasi_16,Anorganik,1389.93
10/08/2024,Lokasi_9,Anorganik,518.97
17/04/2022,Lokasi_3,Organik,914.32
10/04/2022,Lokasi_3,Organik,766.82
02/04/2023,Lokasi_18,B3,698.59
11/08/2020,Lokasi_17,Organik,1338.58
22/02/2022,Lokasi_10,Organik,1196.5
07/08/2022,Lokasi_2,Anorganik,612.63
14/02/2020,Lokasi_11,Organik,994.46
15/12/2024,Lokasi_3,Organik,966.91
15/04/2021,Lokasi_2,B3,642.53
12/09/2025,Lokasi_9,Anorganik,1299.76
09/04/2022,Lokasi_19,Organik,866.67
24/03/2025,Lokasi_2,Organik,1261.94
06/03/2025,Lokasi_19,Anorganik,692.06
22/11/2021,Lokasi_2,Organik,815.07
22/10/2023,Lokasi_15,Organik,595.17
20/07/2022,Lokasi_3,Anorganik,643.48
20/04/2022,Lokasi_5,Organik,1383.18
22/04/2025,Lokasi_11,Anorganik,609.11
22/04/2024,Lokasi_7,Organik,595.73
27/05/2020,Lokasi_6,Anorganik,1440.38
29/10/2022,Lokasi_14,Anorganik,1145.9
04/08/2023,Lokasi_1,Organik,600.92
22/01/2021,Lokasi_17,Organik,1471.72
16/02/2025,Lokasi_17,Organik,647.1
04/07/2022,Lokasi_14,Organik,1266.35
21/02/2025,Lokasi_10,B3,534.85
04/10/2020,Lokasi_8,Organik,1124.54
31/05/2025,Lokasi_8,Organik,1046.7
02/02/2025,Lokasi_14,Anorganik,708
30/12/2024,Lokasi_7,Anorganik,1143.15
07/01/2025,Lokasi_6,Organik,1117.05
09/09/2021,Lokasi_4,Organik,1298.35
18/06/2024,Lokasi_1,Organik,1375.87
22/12/2025,Lokasi_15,Organik,1010.1
02/08/2021,Lokasi_15,Organik,990.3
16/03/2023,Lokasi_1,Organik,1121.6
04/05/2021,Lokasi_20,B3,1229.21
28/03/2023,Lokasi_3,Organik,856.17
18/01/2021,Lokasi_5,Organik,1004.64
11/06/2020,Lokasi_5,Organik,1085.1
19/02/2025,Lokasi_4,Anorganik,1488.38
27/04/2023,Lokasi_17,Anorganik,1087.71
24/09/2023,Lokasi_20,Anorganik,724.19
18/06/2024,Lokasi_14,Anorganik,1087.99
19/04/2023,Lokasi_8,B3,1319.5
14/10/2020,Lokasi_2,Anorganik,1357.4
31/01/2025,Lokasi_8,Anorganik,1300.25
05/07/2020,Lokasi_1,Organik,1388.21
22/03/2025,Lokasi_4,Organik,834.77
07/03/2023,Lokasi_19,B3,1007.57
09/05/2020,Lokasi_5,Anorganik,1279.59
02/03/2025,Lokasi_5,B3,764.45
23/05/2020,Lokasi_20,Anorganik,871.58
16/01/2020,Lokasi_19,B3,1331.16
01/09/2020,Lokasi_12,Organik,1270.09
15/07/2022,Lokasi_20,Organik,1471.2
16/12/2025,Lokasi_1,Anorganik,1495.97
25/06/2022,Lokasi_7,Organik,740.74
05/06/2022,Lokasi_17,Organik,1400.45
06/12/2020,Lokasi_2,Anorganik,594.52
13/08/2025,Lokasi_11,Anorganik,1209.8
04/12/2023,Lokasi_7,B3,720.1
01/11/2020,Lokasi_17,Organik,800.31
26/06/2022,Lokasi_3,B3,1446.32
03/10/2023,Lokasi_6,Organik,763.15
16/11/2020,Lokasi_11,Anorganik,1173.18
12/07/2021,Lokasi_18,Anorganik,678.13
19/04/2023,Lokasi_18,B3,593.39
10/11/2023,Lokasi_10,Organik,839.32
29/06/2024,Lokasi_5,Anorganik,1124.2
05/02/2023,Lokasi_15,Organik,747.95
28/03/2022,Lokasi_20,Anorganik,800.17
09/04/2023,Lokasi_4,Organik,1208.73
12/01/2020,Lokasi_1,Anorganik,602.8
13/07/2020,Lokasi_15,Anorganik,946.91
17/10/2021,Lokasi_17,Anorganik,1441.73
05/04/2025,Lokasi_19,Anorganik,896.97
08/09/2025,Lokasi_14,Organik,934.2
07/06/2024,Lokasi_19,Organik,1238.2
24/01/2023,Lokasi_18,Organik,1279.01
16/02/2022,Lokasi_2,Organik,1269.61
19/03/2021,Lokasi_6,Anorganik,1497.87
24/10/2020,Lokasi_13,Organik,571.45
18/03/2022,Lokasi_17,B3,1482.25
26/10/2024,Lokasi_6,Anorganik,1450.19
24/04/2022,Lokasi_5,Anorganik,1352.14
12/10/2022,Lokasi_7,Organik,954.13
16/10/2023,Lokasi_1,Anorganik,1370.9
29/10/2023,Lokasi_13,Anorganik,720.83
07/07/2021,Lokasi_19,Organik,1291.66
24/02/2021,Lokasi_1,Organik,685.24
23/06/2023,Lokasi_13,Organik,1315.36
14/06/2023,Lokasi_11,Organik,1114.53
03/07/2020,Lokasi_7,Anorganik,598.03
12/04/2021,Lokasi_20,Organik,1395.32
30/07/2023,Lokasi_3,Organik,1077.96
25/04/2024,Lokasi_1,Organik,1156.25
01/12/2020,Lokasi_8,Anorganik,783.51
06/02/2024,Lokasi_17,Organik,1371.64
21/08/2025,Lokasi_13,Organik,1045.2
18/12/2023,Lokasi_14,Organik,921.12
10/08/2021,Lokasi_5,Anorganik,1034.28
24/02/2025,Lokasi_6,Anorganik,1203.31
19/07/2020,Lokasi_6,Anorganik,1195.05
05/06/2021,Lokasi_8,Anorganik,857.58
02/03/2025,Lokasi_13,Organik,885.26
07/09/2024,Lokasi_18,Organik,1062.24
26/02/2022,Lokasi_4,Organik,1424.41
29/02/2020,Lokasi_17,Organik,1245.43
31/07/2021,Lokasi_5,Anorganik,890.41
16/11/2020,Lokasi_3,Organik,837.03
29/12/2023,Lokasi_4,Anorganik,1023.64
30/07/2025,Lokasi_5,Anorganik,1369.99
11/07/2022,Lokasi_14,Anorganik,508.68
10/11/2023,Lokasi_15,B3,1210.49
21/08/2024,Lokasi_20,Organik,794.51
22/07/2021,Lokasi_17,Anorganik,708.4
06/01/2023,Lokasi_6,Organik,512.14
10/06/2021,Lokasi_10,Anorganik,1396.59
12/12/2025,Lokasi_16,Anorganik,1412.25
20/05/2022,Lokasi_17,Organik,561.42
06/10/2020,Lokasi_14,Anorganik,1021.82
07/03/2025,Lokasi_20,B3,652.57
17/10/2024,Lokasi_12,Organik,1258.69
04/11/2021,Lokasi_9,Anorganik,1165.39
25/02/2023,Lokasi_15,Anorganik,797.13
27/11/2020,Lokasi_12,Organik,616.96
19/03/2023,Lokasi_14,Anorganik,1331.22
01/08/2025,Lokasi_18,Organik,1174.25
17/01/2024,Lokasi_20,Organik,506.82
05/02/2020,Lokasi_6,Organik,1127.87
04/09/2024,Lokasi_4,Organik,1310.3
14/12/2023,Lokasi_12,Organik,1090.77
11/10/2023,Lokasi_13,Anorganik,924.71
15/03/2021,Lokasi_19,Anorganik,1083.92
24/01/2023,Lokasi_13,Organik,1119.71
12/06/2020,Lokasi_12,Anorganik,1140.03
27/05/2020,Lokasi_20,Organik,1467.05
13/07/2020,Lokasi_3,Organik,678.65
24/10/2021,Lokasi_3,Anorganik,1123.09
24/04/2021,Lokasi_14,Anorganik,687.99
02/05/2020,Lokasi_18,Organik,709.96
24/11/2023,Lokasi_19,Organik,1169.26
22/08/2022,Lokasi_10,Anorganik,1415.95
13/11/2024,Lokasi_17,Organik,659.04
25/01/2024,Lokasi_15,Organik,1462.47
07/07/2025,Lokasi_19,Anorganik,819.37
10/12/2021,Lokasi_9,Anorganik,891.31
30/06/2022,Lokasi_4,Anorganik,653.68
22/09/2023,Lokasi_15,Organik,1115.84
30/09/2024,Lokasi_19,Organik,1096.42
28/12/2024,Lokasi_16,B3,942.27
28/04/2024,Lokasi_8,Anorganik,976.09
11/11/2021,Lokasi_17,B3,1122.98
26/08/2023,Lokasi_1,Organik,1083.5
09/07/2021,Lokasi_7,Anorganik,874.26
01/09/2021,Lokasi_18,Anorganik,1384.11
26/11/2025,Lokasi_12,Organik,1167.66
06/01/2021,Lokasi_16,Organik,705.41
07/09/2021,Lokasi_1,Organik,819.9
29/03/2025,Lokasi_15,Organik,1287.88
26/04/2022,Lokasi_7,Anorganik,604.53
12/02/2020,Lokasi_17,Anorganik,1250.23
14/05/2022,Lokasi_3,Anorganik,858.84
22/06/2023,Lokasi_11,Anorganik,1051.69
10/10/2023,Lokasi_6,Organik,780.56
23/02/2022,Lokasi_6,Organik,1486.46
20/04/2021,Lokasi_15,Anorganik,1405.84
23/03/2020,Lokasi_7,Organik,1428.45
07/02/2023,Lokasi_11,Anorganik,684.78
10/03/2022,Lokasi_17,Anorganik,1341.69
24/07/2022,Lokasi_18,Anorganik,1035.4
26/07/2024,Lokasi_19,Anorganik,1207.86
21/11/2020,Lokasi_8,Anorganik,717.5
14/03/2024,Lokasi_20,Anorganik,1211.98
08/06/2025,Lokasi_8,Organik,1414.27
18/05/2025,Lokasi_11,Anorganik,767.48
16/04/2022,Lokasi_3,Organik,733.36
22/05/2021,Lokasi_14,Anorganik,604.41
20/10/2025,Lokasi_9,B3,766.81
24/06/2023,Lokasi_1,Organik,1035.79
02/10/2021,Lokasi_1,B3,1332.72
21/02/2025,Lokasi_12,Organik,778.8
30/08/2021,Lokasi_11,Organik,1121.14
12/05/2025,Lokasi_1,Anorganik,979.59
19/07/2021,Lokasi_20,Organik,788.58
29/09/2023,Lokasi_12,Anorganik,1010.36
02/10/2025,Lokasi_17,Anorganik,667.96
19/10/2024,Lokasi_15,Anorganik,1139.58
30/04/2024,Lokasi_2,Organik,615.66
09/06/2025,Lokasi_18,Anorganik,1230.98
06/10/2025,Lokasi_16,B3,677.71
08/05/2020,Lokasi_4,Anorganik,1498.16
15/02/2025,Lokasi_8,Organik,1323.67
06/12/2021,Lokasi_2,Anorganik,843.84
01/05/2022,Lokasi_14,Organik,926.2
08/01/2020,Lokasi_15,Organik,759.19
07/09/2025,Lokasi_9,Organik,1267.11
09/02/2023,Lokasi_2,Organik,880.73
18/12/2025,Lokasi_17,Organik,1255.19
25/08/2024,Lokasi_10,Organik,518.4
07/02/2024,Lokasi_9,Organik,635.62
02/07/2024,Lokasi_2,Organik,864.97
02/10/2020,Lokasi_19,Anorganik,608.91
29/08/2024,Lokasi_17,Anorganik,1101.13
30/11/2024,Lokasi_11,Anorganik,550.83
30/08/2020,Lokasi_17,Organik,1359.76
19/06/2020,Lokasi_10,Organik,1261.31
14/10/2021,Lokasi_18,Anorganik,716.26
16/04/2025,Lokasi_6,Anorganik,983.79
14/01/2023,Lokasi_16,Organik,951.81
08/02/2024,Lokasi_18,Anorganik,1224.86
30/09/2025,Lokasi_20,Organik,901.51
28/11/2025,Lokasi_18,Organik,532.94
26/05/2025,Lokasi_1,Organik,773.74
02/12/2022,Lokasi_3,B3,966.2
28/07/2025,Lokasi_15,Organik,1474.49
07/05/2022,Lokasi_20,Organik,1381.16
15/11/2022,Lokasi_10,Organik,681.41
25/10/2020,Lokasi_5,Organik,1223.28
12/07/2022,Lokasi_15,Organik,1436.83
16/05/2020,Lokasi_14,Organik,508.79
09/11/2022,Lokasi_15,Anorganik,1220.95
29/07/2020,Lokasi_10,B3,959.33
23/04/2024,Lokasi_9,Organik,1180.24
18/02/2022,Lokasi_12,Anorganik,1105.59
15/05/2023,Lokasi_7,Organik,1484.67
07/12/2024,Lokasi_5,Anorganik,788.82
01/12/2022,Lokasi_10,Organik,1286.14
14/02/2021,Lokasi_8,B3,734.64
02/03/2021,Lokasi_20,Anorganik,935.61
11/01/2024,Lokasi_16,Organik,1475.38
30/07/2022,Lokasi_12,Organik,1266.14
22/03/2025,Lokasi_9,Organik,815.82
11/01/2022,Lokasi_10,Anorganik,1119.37
24/10/2023,Lokasi_16,Anorganik,549.69
28/05/2023,Lokasi_10,Organik,766.39
19/05/2024,Lokasi_9,Anorganik,1218.39
09/06/2023,Lokasi_3,Organik,1070.09
23/11/2020,Lokasi_19,Organik,969.67
06/01/2024,Lokasi_11,B3,1190.88
30/09/2025,Lokasi_6,Anorganik,898.46
20/05/2025,Lokasi_6,Anorganik,526.16
10/01/2021,Lokasi_15,Organik,941.03
19/09/2020,Lokasi_15,Organik,1402.13
23/09/2020,Lokasi_13,B3,1356.62
28/04/2025,Lokasi_5,Organik,909
08/03/2025,Lokasi_14,Organik,522.22
16/03/2025,Lokasi_2,Anorganik,1136.31
10/07/2024,Lokasi_12,Anorganik,1241.19
15/12/2023,Lokasi_20,Anorganik,794.24
15/02/2020,Lokasi_14,Anorganik,976.66
22/08/2021,Lokasi_19,Organik,1491.86
20/12/2021,Lokasi_20,Organik,1076.34
27/03/2025,Lokasi_15,Organik,851.07
16/07/2023,Lokasi_20,Organik,1127.49
23/08/2021,Lokasi_17,Organik,680.02
15/01/2021,Lokasi_14,Organik,699.25
27/04/2020,Lokasi_18,Organik,1424.92
03/12/2025,Lokasi_5,Organik,739.2
16/09/2020,Lokasi_12,Anorganik,810.79
03/01/2023,Lokasi_10,Organik,1043.78
12/02/2024,Lokasi_8,Organik,1399.69
16/08/2025,Lokasi_6,Organik,1281.45
31/12/2020,Lokasi_15,Anorganik,543.78
15/07/2024,Lokasi_12,Anorganik,1193.03
01/01/2024,Lokasi_6,Anorganik,1004.06
17/07/2025,Lokasi_12,Anorganik,975.55
01/03/2022,Lokasi_15,Organik,1191.56
16/01/2022,Lokasi_12,Organik,696.23
08/11/2020,Lokasi_9,Organik,1481.49
21/06/2021,Lokasi_19,Anorganik,1145.31
09/07/2022,Lokasi_2,Anorganik,865.66
13/12/2022,Lokasi_13,Organik,1100.2
30/01/2024,Lokasi_13,Organik,716.47
08/03/2022,Lokasi_8,Organik,1133.84
13/12/2020,Lokasi_13,Organik,528.22
29/09/2020,Lokasi_4,Organik,841.18
20/12/2021,Lokasi_6,Organik,1247.52
08/11/2024,Lokasi_6,B3,1307.98
15/11/2021,Lokasi_12,B3,752.92
27/10/2025,Lokasi_12,B3,1039.41
13/09/2021,Lokasi_17,Organik,1028.49
01/08/2025,Lokasi_7,Organik,921.46
04/08/2022,Lokasi_15,Anorganik,728.43
21/05/2021,Lokasi_17,Organik,1203.23
01/05/2024,Lokasi_10,Anorganik,752.36
31/08/2020,Lokasi_20,Anorganik,1411.03
20/05/2021,Lokasi_6,Organik,1028.5
25/02/2021,Lokasi_9,Organik,1370.48
15/02/2025,Lokasi_15,Organik,790.74
07/04/2023,Lokasi_16,Anorganik,1307.08
25/11/2020,Lokasi_8,Organik,613.66
11/10/2021,Lokasi_16,B3,1266.83
04/01/2024,Lokasi_5,Organik,886.95
25/01/2021,Lokasi_18,Organik,969.99
28/02/2024,Lokasi_20,Organik,666.81
15/01/2021,Lokasi_14,B3,518.63
11/01/2022,Lokasi_2,Anorganik,1166.2
03/07/2025,Lokasi_3,Anorganik,1087.72
30/03/2022,Lokasi_14,Anorganik,1122.43
03/11/2021,Lokasi_7,Organik,755
06/11/2024,Lokasi_15,Anorganik,739.28
26/04/2023,Lokasi_17,Organik,1330.3
18/07/2022,Lokasi_1,Anorganik,1261.25
19/03/2024,Lokasi_9,Anorganik,836.79
01/07/2022,Lokasi_14,Anorganik,1137.81
05/10/2021,Lokasi_16,B3,1328.15
02/03/2021,Lokasi_13,Organik,1388.83
16/05/2021,Lokasi_6,Anorganik,505.81
30/12/2021,Lokasi_1,Anorganik,1313.46
07/07/2023,Lokasi_4,Organik,850.39
19/10/2025,Lokasi_3,Organik,1218.38
01/04/2021,Lokasi_17,Organik,871.4
17/10/2020,Lokasi_2,B3,1106.25
08/07/2022,Lokasi_19,Organik,1146.78
23/05/2025,Lokasi_20,B3,904.99
25/01/2022,Lokasi_8,Anorganik,1012.79
16/07/2024,Lokasi_15,Organik,1226.31
08/01/2025,Lokasi_6,Organik,976.31
30/07/2023,Lokasi_20,Anorganik,513.98
16/04/2024,Lokasi_2,Anorganik,512.9
12/02/2025,Lokasi_15,Organik,1161.31
11/01/2021,Lokasi_20,Anorganik,1347.24
25/03/2023,Lokasi_12,Organik,1285.27
22/05/2021,Lokasi_3,Organik,810.4
07/12/2023,Lokasi_10,Anorganik,971.13
12/07/2021,Lokasi_14,Anorganik,734.16
24/02/2021,Lokasi_14,B3,1489.15
01/04/2024,Lokasi_3,Anorganik,760.51
30/10/2020,Lokasi_1,Anorganik,916.26
30/07/2022,Lokasi_20,Anorganik,1181.13
25/07/2023,Lokasi_1,B3,1376.02
25/12/2022,Lokasi_2,Organik,551.48
25/11/2025,Lokasi_19,Organik,801.02
01/01/2025,Lokasi_10,Anorganik,1068.99
02/04/2024,Lokasi_4,Organik,1118.31
23/11/2021,Lokasi_4,Anorganik,570.03
11/09/2020,Lokasi_13,Organik,1164.08
18/01/2024,Lokasi_9,Anorganik,1028.06
13/09/2020,Lokasi_7,Organik,1327.63
17/03/2021,Lokasi_16,Organik,722.19
24/02/2025,Lokasi_18,Anorganik,695.03
18/01/2023,Lokasi_3,B3,1293.34
04/08/2021,Lokasi_20,Anorganik,1203.87
01/10/2024,Lokasi_20,Anorganik,1291.67
19/01/2020,Lokasi_10,Organik,1281.93
29/01/2023,Lokasi_16,Anorganik,604
12/10/2023,Lokasi_3,Anorganik,778.58
14/04/2024,Lokasi_11,Organik,760.09
11/09/2025,Lokasi_10,Anorganik,1434.59
16/06/2025,Lokasi_16,B3,987.47
27/03/2024,Lokasi_8,Anorganik,611.06
11/05/2022,Lokasi_9,Anorganik,789.58
03/06/2020,Lokasi_15,Organik,1371.9
23/06/2022,Lokasi_3,Anorganik,1347.07
23/06/2023,Lokasi_4,B3,1400.34
08/02/2021,Lokasi_13,Anorganik,888.53
23/04/2022,Lokasi_12,Anorganik,1141.34
17/11/2024,Lokasi_9,Anorganik,778.17
13/04/2024,Lokasi_14,Anorganik,680.83
30/03/2023,Lokasi_19,Organik,521.9
16/01/2022,Lokasi_7,Anorganik,723.44
21/09/2024,Lokasi_16,Organik,1104.37
27/09/2020,Lokasi_20,Anorganik,1404.21
08/02/2022,Lokasi_5,Anorganik,633.42
11/09/2024,Lokasi_10,Anorganik,1418.01
19/02/2024,Lokasi_18,Organik,845.39
20/06/2020,Lokasi_11,Anorganik,926.83
30/09/2020,Lokasi_7,Anorganik,864.98
04/03/2023,Lokasi_14,Organik,908.61
02/09/2024,Lokasi_20,Anorganik,759.19
06/11/2024,Lokasi_18,Anorganik,1198.6
25/02/2021,Lokasi_11,Anorganik,1258.18
15/12/2023,Lokasi_12,Anorganik,1323.11
24/04/2023,Lokasi_18,Organik,841.29
02/08/2021,Lokasi_2,Anorganik,1264.63
09/06/2022,Lokasi_1,Organik,1137.68
22/12/2021,Lokasi_10,Organik,1457.92
30/05/2022,Lokasi_1,B3,924.79
26/01/2023,Lokasi_6,Anorganik,1492.31
30/06/2025,Lokasi_7,Organik,1240.39
31/08/2025,Lokasi_17,Anorganik,1276.28
13/01/2024,Lokasi_9,Organik,525.7
17/01/2021,Lokasi_7,Organik,997.4
21/12/2025,Lokasi_17,Anorganik,1028.34
20/12/2023,Lokasi_3,Organik,540.6
09/05/2024,Lokasi_16,Organik,812.13
21/11/2024,Lokasi_5,Anorganik,1455.64
23/05/2020,Lokasi_20,Anorganik,926.11
01/03/2025,Lokasi_18,Anorganik,686.7
29/08/2024,Lokasi_1,Anorganik,1013.34
06/12/2023,Lokasi_4,Anorganik,533.77
11/08/2020,Lokasi_11,Organik,1015.99
07/08/2020,Lokasi_20,Anorganik,1094.27
27/06/2020,Lokasi_9,Anorganik,857.69
12/07/2024,Lokasi_8,Organik,1262.58
08/03/2021,Lokasi_8,Organik,635.71
21/09/2020,Lokasi_5,B3,1378.18
11/08/2022,Lokasi_12,Organik,1455.44
04/03/2021,Lokasi_1,Organik,501.23
26/04/2024,Lokasi_15,Anorganik,1342.72
24/04/2021,Lokasi_18,Organik,1006.11
15/09/2023,Lokasi_6,Organik,961.41
08/06/2022,Lokasi_10,Organik,738.68
13/07/2022,Lokasi_14,Anorganik,947.33
10/12/2025,Lokasi_8,Organik,1450.43
17/03/2025,Lokasi_3,Organik,710.79
11/11/2023,Lokasi_19,Anorganik,679.04
24/09/2023,Lokasi_12,Organik,741.9
16/02/2022,Lokasi_12,Anorganik,1051.83
29/01/2020,Lokasi_15,Organik,1430.3
04/02/2020,Lokasi_7,Organik,1073.88
20/11/2023,Lokasi_4,Anorganik,743.48
11/08/2021,Lokasi_9,Organik,940.45
22/06/2022,Lokasi_16,Organik,890.4
09/12/2025,Lokasi_13,Anorganik,546.57
05/12/2020,Lokasi_4,Anorganik,1010.64
23/06/2020,Lokasi_9,Organik,626.01
07/04/2025,Lokasi_18,Organik,1342.24
10/09/2024,Lokasi_15,Organik,1048.96
19/08/2021,Lokasi_15,Organik,1344.61
26/03/2021,Lokasi_6,B3,1456.04
10/07/2021,Lokasi_11,Organik,1443.19
05/03/2023,Lokasi_8,Anorganik,600.43
18/09/2023,Lokasi_17,Organik,1444.82
18/08/2025,Lokasi_17,Organik,1295.75
13/10/2022,Lokasi_18,Organik,1277.66
24/08/2025,Lokasi_4,Anorganik,590.13
18/04/2022,Lokasi_15,Organik,679.51
25/06/2024,Lokasi_2,Organik,1475.16
13/08/2020,Lokasi_2,Organik,713.37
18/12/2024,Lokasi_10,Anorganik,669.05
30/11/2025,Lokasi_3,Organik,862.35
13/07/2025,Lokasi_8,Organik,1413.36
22/12/2023,Lokasi_20,Organik,976.19
10/08/2025,Lokasi_7,Anorganik,1420.58
23/02/2024,Lokasi_12,Organik,834.34
16/05/2023,Lokasi_19,B3,726.53
03/07/2024,Lokasi_15,B3,995.2
01/10/2024,Lokasi_14,B3,1115.48
01/11/2020,Lokasi_16,Anorganik,891.5
21/08/2025,Lokasi_14,Organik,846.03
19/09/2024,Lokasi_3,Anorganik,718.06
16/08/2024,Lokasi_18,Anorganik,775.01
26/02/2024,Lokasi_6,Anorganik,1173.12
23/10/2023,Lokasi_17,Organik,869.87
23/02/2021,Lokasi_14,Organik,579.76
13/05/2020,Lokasi_14,Organik,638.16
23/07/2025,Lokasi_20,Organik,872.38
21/12/2023,Lokasi_13,Anorganik,1424.5
02/04/2024,Lokasi_3,Organik,879.03
10/03/2023,Lokasi_13,Anorganik,560.64
12/02/2025,Lokasi_2,Organik,917.99
24/12/2024,Lokasi_9,Organik,1168.82
04/09/2023,Lokasi_13,Organik,1093.6
04/01/2024,Lokasi_8,B3,778.8
15/12/2022,Lokasi_16,Anorganik,1188.09
24/03/2023,Lokasi_3,Anorganik,1130.62
22/08/2024,Lokasi_13,Organik,672.17
20/04/2020,Lokasi_4,Organik,662.15
24/12/2025,Lokasi_18,Organik,1047.18
12/04/2021,Lokasi_2,Anorganik,1159.44
24/03/2022,Lokasi_20,Organik,1461.91
26/06/2023,Lokasi_15,Anorganik,921.93
20/09/2022,Lokasi_17,Anorganik,1264.94
24/07/2025,Lokasi_10,Anorganik,616.52
18/11/2020,Lokasi_1,B3,1389.61
22/06/2022,Lokasi_6,Anorganik,1133.11
21/03/2024,Lokasi_3,Organik,1129.03
22/06/2025,Lokasi_19,Anorganik,642.44
20/12/2024,Lokasi_7,Organik,539.58
27/05/2020,Lokasi_13,B3,1201.45
15/02/2023,Lokasi_13,Anorganik,617.06
29/04/2022,Lokasi_17,Organik,626.97
01/01/2021,Lokasi_1,B3,687.5
25/12/2022,Lokasi_14,Organik,597.75
31/07/2025,Lokasi_3,Anorganik,1125.39
23/06/2020,Lokasi_14,Organik,922
28/01/2025,Lokasi_1,Organik,766.1
10/08/2021,Lokasi_16,B3,940.75
09/05/2021,Lokasi_10,Organik,1344.14
11/02/2023,Lokasi_13,Organik,1427.08
19/11/2024,Lokasi_4,Organik,987.48
16/03/2023,Lokasi_9,Organik,1066.75
04/02/2020,Lokasi_14,Anorganik,757.2
25/09/2022,Lokasi_4,Organik,1013.6
25/08/2023,Lokasi_10,Organik,1248.12
03/11/2022,Lokasi_8,Organik,992.14
08/01/2021,Lokasi_3,Organik,802.07
22/12/2023,Lokasi_7,Anorganik,1082.03
17/10/2024,Lokasi_10,Anorganik,1446.66
05/12/2021,Lokasi_3,Anorganik,1387.98
16/07/2021,Lokasi_2,Anorganik,1269.24
16/02/2025,Lokasi_15,Organik,776.21
24/10/2025,Lokasi_9,B3,741.56
14/03/2021,Lokasi_15,Organik,1338.54
26/02/2025,Lokasi_17,Anorganik,681.32
02/06/2025,Lokasi_7,Anorganik,1105.61
29/11/2021,Lokasi_20,Organik,938.93
05/08/2023,Lokasi_18,Anorganik,967.99
12/04/2024,Lokasi_15,Organik,954.54
22/11/2021,Lokasi_18,Anorganik,1399.95
15/04/2023,Lokasi_12,Anorganik,587.09
22/06/2024,Lokasi_8,Organik,1282.9
21/06/2024,Lokasi_2,Organik,1335.01
06/05/2020,Lokasi_2,Anorganik,1442.88
15/02/2024,Lokasi_5,B3,952.6
06/04/2023,Lokasi_1,Anorganik,1000.07
20/10/2020,Lokasi_4,Anorganik,1461.29
28/09/2023,Lokasi_6,Organik,958.45
16/10/2022,Lokasi_13,Organik,1003.55
22/02/2021,Lokasi_19,Anorganik,832.25
19/03/2021,Lokasi_11,Organik,531.63
15/11/2021,Lokasi_13,Anorganik,933.05
02/01/2024,Lokasi_8,B3,1155.09
25/03/2020,Lokasi_7,Organik,1189.95
02/11/2024,Lokasi_13,Anorganik,506.51
25/03/2020,Lokasi_1,Anorganik,1301.05
28/04/2025,Lokasi_6,Organik,992.42
13/10/2025,Lokasi_7,Organik,1020.75
27/07/2024,Lokasi_16,Organik,1461.74
24/10/2021,Lokasi_15,B3,784.46
18/09/2021,Lokasi_20,Anorganik,1261.65
04/03/2020,Lokasi_2,Organik,1074.78
07/07/2022,Lokasi_16,Organik,1200.8
07/10/2023,Lokasi_17,Organik,917.82
27/03/2023,Lokasi_15,Organik,779.21
31/05/2024,Lokasi_3,Anorganik,1046.13
05/05/2021,Lokasi_4,Anorganik,874.94
21/02/2025,Lokasi_12,Organik,722.91
24/04/2025,Lokasi_5,Organik,1339.24
08/11/2020,Lokasi_17,B3,975.83
07/07/2022,Lokasi_6,Anorganik,1347.32
25/02/2025,Lokasi_10,Anorganik,974.03
23/03/2022,Lokasi_18,Anorganik,1056.8
